index_id	source_id	source_file	source_sha256	source_role	unit_kind	locator	raw_match_line	text_quality	quote_anchor_ready	status	disposition	reason	note
SRC-0079	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	6.4	451	readable	YES	OPEN			
SRC-0080	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	6.5	515	readable	YES	OPEN			
SRC-0081	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	7.1	529	readable	YES	OPEN			
SRC-0082	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	7.2	531	readable	YES	OPEN			
SRC-0083	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	7.3	532	readable	YES	OPEN			
SRC-0084	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	7.4	534	readable	YES	OPEN			
SRC-0085	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	8.1	540	readable	YES	OPEN			
SRC-0086	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	8.2	542	readable	YES	OPEN			
SRC-0087	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	8.3	544	readable	YES	OPEN			
SRC-0088	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	9.1	549	readable	YES	OPEN			
SRC-0089	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	9.2	554	readable	YES	OPEN			
SRC-0090	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	9.3	555	readable	YES	OPEN			
SRC-0091	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	8.4	557	readable	YES	OPEN			source-numbering-mismatch: printed 8.4 inside section 9; preserved verbatim
SRC-0092	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	10.1	649	readable	YES	OPEN			
SRC-0093	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	10.2	652	readable	YES	OPEN			
SRC-0094	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	10.3	654	readable	YES	OPEN			
SRC-0095	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	10.4	656	readable	YES	OPEN			
SRC-0096	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	10.5	658	readable	YES	OPEN			
SRC-0097	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	11.1	680	readable	YES	OPEN			
SRC-0098	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	11.2	686	readable	YES	OPEN			
SRC-0099	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	11.3	687	readable	YES	OPEN			
SRC-0100	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	11.4	689	readable	YES	OPEN			
SRC-0101	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	12.1	696	readable	YES	OPEN			
SRC-0102	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	12.2	752	readable	YES	OPEN			
SRC-0103	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	12.3	753	readable	YES	OPEN			
SRC-0104	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.1	17	readable	YES	OPEN			
SRC-0105	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.2	29	readable	YES	OPEN			
SRC-0106	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.3	38	readable	YES	OPEN			
SRC-0107	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.4	40	readable	YES	OPEN			
SRC-0108	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.5	52	readable	YES	OPEN			
SRC-0109	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.6	68	readable	YES	OPEN			
SRC-0110	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.7	75	readable	YES	OPEN			
SRC-0111	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.8	80	readable	YES	OPEN			
SRC-0112	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.9	84	readable	YES	OPEN			
SRC-0113	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	1.10	96	readable	YES	OPEN			
SRC-0114	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	2.1	102	readable	YES	OPEN			
SRC-0115	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	2.2	104	readable	YES	OPEN			
SRC-0116	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	2.3	107	readable	YES	OPEN			
SRC-0117	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	2.4	110	readable	YES	OPEN			
SRC-0118	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	2.5	112	readable	YES	OPEN			
SRC-0119	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	3.1	121	readable	YES	OPEN			
SRC-0120	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	3.2	125	readable	YES	OPEN			
SRC-0121	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	3.3	129	readable	YES	OPEN			
SRC-0122	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	3.4	130	readable	YES	OPEN			
SRC-0123	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	3.5	133	readable	YES	OPEN			
SRC-0124	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.1	143	readable	YES	OPEN			
SRC-0125	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.2	148	readable	YES	OPEN			
SRC-0126	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.3	161	readable	YES	OPEN			
SRC-0127	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.4	163	readable	YES	OPEN			
SRC-0128	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.5	165	readable	YES	OPEN			
SRC-0129	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	4.6	172	readable	YES	OPEN			
SRC-0130	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	5.1	175	readable	YES	OPEN			
SRC-0131	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	5.2	184	readable	YES	OPEN			
SRC-0132	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	6.1	196	readable	YES	OPEN			
SRC-0133	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	6.2	199	readable	YES	OPEN			
SRC-0134	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	6.3	209	readable	YES	OPEN			
SRC-0135	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	7.1	213	readable	YES	OPEN			
SRC-0136	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	7.2	219	readable	YES	OPEN			
SRC-0137	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	numbered-position	7.3	257	readable	YES	OPEN			
SRC-0138	fstec-perimeter-2026	fstec-perimeter-2026.pdf	58455bfc5a651f54ef813049a3bf2f8117cdaed55881c322e813e74ff87365b1	technical-perimeter	top-level-action	8	270	readable	YES	OPEN			Actionable top-level item; no 8.x subpoints in source.
SRC-0139	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	1.1	29	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0140	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	1.2	34	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0141	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	1.3	42	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0142	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	1.4	48	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0143	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.1	89	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0144	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.2	104	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0145	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.3	120	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0146	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.4	128	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0147	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.5	149	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0148	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.6	158	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0149	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.7	184	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0150	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.8	190	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0151	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.9	202	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0152	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.10	211	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0153	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.11	235	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0154	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.12	258	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0155	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.13	270	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0156	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.14	275	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0157	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.15	284	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0158	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.16	312	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0159	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.17	322	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0160	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.18	328	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0161	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.19	335	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0162	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.20	342	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0163	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.21	371	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
SRC-0164	fstec-vulnerability-analysis-2025	fstec-vulnerability-analysis-2025.pdf	10582e21bd4f9af52820b79df3e81b5639491c6936d0df196d2647add4d10d3f	transitive-process	main-numbered-clause	2.22	376	recovered-glyph-map-v1	YES	CLOSED	organizational	Требование адресовано процессу анализа защищенности и взаимодействию заказчика и исполнителя и не выражается в проверяемой конфигурации операционной системы.	Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-vulnerability-analysis-2025.txt
