candidate_id	source_sha256	category	probe_kind_candidate	module	source_function	source_line	locator	key	expected	expected_semantics	condition	extraction_status	note
SCRIPT-0092	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	153	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::randomize_kstack_offset	randomize_kstack_offset=1	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0093	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	154	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::mitigations	mitigations=auto,nosmt	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0094	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	155	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::vsyscall	vsyscall=none	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0095	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	156	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::debugfs	debugfs=off	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0096	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	157	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::tsx	tsx=off	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0097	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	apply_grub_kernel_params_module	5035	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::apparmor	apparmor=1	token-membership	strict|paranoid	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0098	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	apply_grub_kernel_params_module	5035	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::security	security=apparmor	token-membership	strict|paranoid	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0099	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	pam_wheel	apply_pam_wheel_module	16341	/etc/pam.d/su	active_line::pam_wheel	auth required pam_wheel.so use_uid group=wheel	line-presence	all profiles	resolved_candidate	
SCRIPT-0100	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	password_policy	normalize_common_password_stack	11604	/etc/pam.d/common-password	active_line::pam_pwquality	password requisite pam_pwquality.so retry=3	line-presence/order	ENABLE_CORPORATE_PASSWORD_POLICY=1	resolved_candidate	
SCRIPT-0101	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	password_policy	normalize_common_password_stack	11619	/etc/pam.d/common-password	active_line::pam_pwhistory	password required pam_pwhistory.so use_authtok remember={5|10|24} enforce_for_root	line-presence/order	ENABLE_CORPORATE_PASSWORD_POLICY=1; remember baseline=5 strict=10 paranoid=24	resolved_candidate	
SCRIPT-0102	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	faillock	normalize_faillock_pam_stack	13233	/etc/pam.d/common-auth	active_line::pam_faillock_preauth	auth required pam_faillock.so preauth	line-presence	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0103	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	faillock	normalize_faillock_pam_stack	13239	/etc/pam.d/common-auth	active_line::pam_faillock_authfail	auth [default=die] pam_faillock.so authfail	line-presence	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0104	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	faillock	normalize_faillock_pam_stack	13240	/etc/pam.d/common-auth	active_line::pam_faillock_authsucc	auth sufficient pam_faillock.so authsucc	line-presence	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0105	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	pam-line	faillock	normalize_faillock_pam_stack	13295	/etc/pam.d/common-account	active_line::pam_faillock_account	account required pam_faillock.so	line-presence	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0106	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	file-kv	faillock	FAILLOCK_CONF_STRICT	83	/etc/security/faillock.conf	deny	5	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0107	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	file-kv	faillock	FAILLOCK_CONF_STRICT	83	/etc/security/faillock.conf	unlock_time	900	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0108	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	pam	file-kv	faillock	FAILLOCK_CONF_STRICT	83	/etc/security/faillock.conf	fail_interval	900	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1; strict|paranoid	resolved_candidate	
SCRIPT-0109	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9184	/dev/shm	option::nosuid	present	option-present	paranoid	resolved_candidate	
SCRIPT-0110	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9184	/dev/shm	option::nodev	present	option-present	paranoid	resolved_candidate	
SCRIPT-0111	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9184	/dev/shm	option::noexec	present	option-present	paranoid	resolved_candidate	
SCRIPT-0112	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9184	/dev/shm	option::mode	1777	option-value	paranoid	resolved_candidate	
SCRIPT-0113	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9184	/dev/shm	fstype	tmpfs	eq	paranoid	resolved_candidate	
SCRIPT-0114	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9188	/var/tmp	option::nosuid	present	option-present	paranoid	resolved_candidate	
SCRIPT-0115	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9188	/var/tmp	option::nodev	present	option-present	paranoid	resolved_candidate	
SCRIPT-0116	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9188	/var/tmp	option::noexec	present	option-present	paranoid	resolved_candidate	
SCRIPT-0117	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9188	/var/tmp	option::mode	1777	option-value	paranoid	resolved_candidate	
SCRIPT-0118	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	mount_hardening	apply_mount_hardening_module	9188	/var/tmp	fstype	tmpfs	eq	paranoid	resolved_candidate	
SCRIPT-0119	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	tmp_tmpfs	apply_tmp_tmpfs_module	9323	/tmp	option::nosuid	present	option-present	paranoid	resolved_candidate	
SCRIPT-0120	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	tmp_tmpfs	apply_tmp_tmpfs_module	9323	/tmp	option::nodev	present	option-present	paranoid	resolved_candidate	
SCRIPT-0121	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	tmp_tmpfs	apply_tmp_tmpfs_module	9323	/tmp	option::noexec	present	option-present	paranoid	resolved_candidate	
SCRIPT-0122	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	tmp_tmpfs	apply_tmp_tmpfs_module	9323	/tmp	option::mode	1777	option-value	paranoid	resolved_candidate	
SCRIPT-0123	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	mount	mount-option	tmp_tmpfs	apply_tmp_tmpfs_module	9323	/tmp	fstype	tmpfs	eq	paranoid	resolved_candidate	
SCRIPT-0124	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	apparmor	apply_apparmor_module	7780	apparmor	installed	true	eq	strict|paranoid	resolved_candidate	
SCRIPT-0125	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	apparmor	apply_apparmor_module	7785	apparmor-utils	installed	true	eq	strict|paranoid	resolved_candidate	
SCRIPT-0126	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	aide	apply_aide_module	7896	aide	installed	true	eq	strict|paranoid	resolved_candidate	
SCRIPT-0127	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	fail2ban	apply_fail2ban_module	8542	fail2ban	installed	true	eq	paranoid	resolved_candidate	
SCRIPT-0128	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	rkhunter	apply_rkhunter_module	8835	rkhunter	installed	true	eq	paranoid	resolved_candidate	
SCRIPT-0129	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	ufw	apply_ufw_module	9402	ufw	installed	true	eq	firewall apply	resolved_candidate	
SCRIPT-0130	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	auditd	apply_auditd_module	10783	auditd	installed	true	eq	all profiles	resolved_candidate	
SCRIPT-0131	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	password_policy	apply_password_policy_module	12643	libpam-pwquality	installed	true	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1	resolved_candidate	
SCRIPT-0132	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	password_policy	apply_password_policy_module	12644	cracklib-runtime	installed	true	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1	resolved_candidate	
SCRIPT-0133	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	password_policy	apply_password_policy_module	12645	wamerican	installed	true	eq	ENABLE_CORPORATE_PASSWORD_POLICY=1	resolved_candidate	
SCRIPT-0134	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	rsyslog	apply_rsyslog_module	17457	rsyslog	installed	true	eq	all profiles	resolved_candidate	
SCRIPT-0135	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	chrony	apply_chrony_module	17546	chrony	installed	true	eq	all profiles	resolved_candidate	
SCRIPT-0136	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	package	package-presence	unattended_upgrades	apply_unattended_upgrades_module	17625	unattended-upgrades	installed	true	eq	all profiles	resolved_candidate	
SCRIPT-0137	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	ufw	UNRESOLVED:ufw-state	ufw	apply_ufw_module	9610	ufw	runtime_status	active	state	firewall apply	needs_probe_design	Current eight probe kinds contain no UFW policy/rule probe.
SCRIPT-0138	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	ufw	UNRESOLVED:ufw-policy	ufw	apply_ufw_module	9549	ufw	default_incoming	deny	policy	when UFW initially inactive	needs_probe_design	Current eight probe kinds contain no UFW policy/rule probe.
SCRIPT-0139	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	ufw	UNRESOLVED:ufw-policy	ufw	apply_ufw_module	9578	ufw	default_outgoing	allow	policy	when UFW initially inactive	needs_probe_design	Current eight probe kinds contain no UFW policy/rule probe.
SCRIPT-0140	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	ufw	UNRESOLVED:ufw-rule	ufw	apply_ufw_module	9503	ufw	allow_rule	${resolved_ssh_port}/tcp	rule	all UFW apply paths	needs_probe_design	Current eight probe kinds contain no UFW policy/rule probe.
SCRIPT-0141	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	ufw	UNRESOLVED:ufw-dynamic-rule	ufw	apply_ufw_module	9514	ufw	allow_rule	${UFW_EXTRA_RULES}	dynamic-rule	only configured extra rules	needs_probe_design	Current eight probe kinds contain no UFW policy/rule probe.
