mapping_id	item_kind	donor_refs	donor_label	donor_binding_sha256	engineering_contract_refs	donor_test_contract_refs	donor_test_files	mandatory_capability_refs	decision	target_v3_family	rationale	normative_effect	closes_source_rows
MAP-FUNC-0076	FUNCTION	FUNC-0076	preserve_stricter_sysctl_values	9e2f5071fdb2beed43b50f97c1c4c9e5f6f1788fec70635fb0a6f325cc85ab1c	ENG-017	TST-020,TST-021		CAP-08	ADAPT	fstec-linux-2022/sysctl-apply	Сохранить no-weakening, live pre-state snapshot и targeted transaction-local compensation failed uncommitted APPLY; ключи/операторы берутся из accepted v3 controls.	NONE	0
MAP-FUNC-0077	FUNCTION	FUNC-0077	record_sysctl_runtime_snapshot	711988f7df72aa5908b915b7dffa6b070fd3dc89ca44bb1ff8ae9af57c52d8c9	ENG-006	TST-020,TST-021		CAP-10	ADAPT	fstec-linux-2022/sysctl-apply	Сохранить no-weakening, live pre-state snapshot и targeted transaction-local compensation failed uncommitted APPLY; ключи/операторы берутся из accepted v3 controls.	NONE	0
MAP-FUNC-0078	FUNCTION	FUNC-0078	restore_sysctl_runtime_snapshot	8cb45d2ed8db0a5e170a39e23b3737675a33789b331b884aec3739ed93f138ca	ENG-008	TST-020,TST-021		CAP-10,CAP-16	ADAPT	fstec-linux-2022/sysctl-apply-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0079	FUNCTION	FUNC-0079	check_sysctl_userspace_apport_dropin	a348606d4c67c8d58762c5bf64ee9f36e08f9a5bc1ec268d759ee820594daa10		TST-030			DEFER	future-additional-measures/apport	Apport-specific behavior относится к дополнительной мере и не входит в current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0080	FUNCTION	FUNC-0080	apply_sysctl_userspace_apport_dropin	0365174c047af523047ca76bcfbcc97a3c125ebf758c44674f4e8180538b4ae2		TST-030			DEFER	future-additional-measures/apport	Apport-specific behavior относится к дополнительной мере и не входит в current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0081	FUNCTION	FUNC-0081	restore_sysctl_userspace_apport_dropin	3c427da1ea222489694399717d597462ed691eb2912264faff1478f7223b7409		TST-030			DEFER	future-additional-measures/apport	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0082	FUNCTION	FUNC-0082	apply_sysctl_userspace_protection_module	65c4141dd2382ad20c97e5726a401a9d762b625b893606b8dea6f1e74deb826e		TST-020,TST-021		CAP-09	ADAPT	fstec-linux-2022/sysctl-apply	Адаптировать isolated managed drop-in + targeted runtime behavior к accepted v3 sysctl controls; donor values не нормативны.	NONE	0
MAP-FUNC-0083	FUNCTION	FUNC-0083	restore_sysctl_userspace_protection_module	6593abb3ee061781072ade8fcc973beabf73e9b4ace00a9234cf54fb23808eee		TST-020,TST-021			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0084	FUNCTION	FUNC-0084	apply_sysctl_attack_surface_module	afbad8f411ef95d7a24469a3e88edeaafa6e01718f4953f983fc1ee54aaa4cb9		TST-020,TST-021		CAP-09	ADAPT	fstec-linux-2022/sysctl-apply	Адаптировать isolated managed drop-in + targeted runtime behavior к accepted v3 sysctl controls; donor values не нормативны.	NONE	0
MAP-FUNC-0085	FUNCTION	FUNC-0085	restore_sysctl_attack_surface_module	4d73f407c1b774def065c1a8d6255bb47019a6a5b6907b0dc46f2c67b7d5f78a		TST-020,TST-021			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0086	FUNCTION	FUNC-0086	check_modules_disabled_module	923c48faafe6d9e9d9d33572c2837ea0eee9989c70d270b79068c97d0b37b6b4					DEFER	future-additional-measures/kernel-modules	Механизм не относится к current 40-row fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0087	FUNCTION	FUNC-0087	apply_modules_disabled_module	0308092a61bc4f5bc224829e8df2c11f2ef9bb965545d842605252b5e2a90462					DEFER	future-additional-measures/kernel-modules	Механизм не относится к current 40-row fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0088	FUNCTION	FUNC-0088	restore_modules_disabled_module	7e9d4ae7d46f5ddde6fe3340113a845bdfa8e416948f1dd3ac49e241fe28bbeb					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0089	FUNCTION	FUNC-0089	apply_grub_kernel_params_module	eebb82aa9b92ea9bec297b8bf96f08745e960de1193dfca8ebf414e4defe807d		TST-017,TST-031			ADAPT	fstec-linux-2022/kernel-cmdline-and-sysctl-apply	Использовать backup/atomic update и failed-uncommitted APPLY compensation mechanics; exact boot tokens и sysctl semantics — только из accepted v3 CHECK.	NONE	0
MAP-FUNC-0090	FUNCTION	FUNC-0090	restore_grub_module	f220d0961344d1ef4ff818002b3f1beaf0d0e0644bcd6219fe5862e26e650c3f		TST-017,TST-031		CAP-16	REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0091	FUNCTION	FUNC-0091	apply_sysctl_kernel_module	786d22ecf7f8f510653f7ae3a7c89d2c6c4e098ca2413f7879014dc2754f73b8	ENG-007	TST-017,TST-031		CAP-09	ADAPT	fstec-linux-2022/kernel-cmdline-and-sysctl-apply	Использовать backup/atomic update и failed-uncommitted APPLY compensation mechanics; exact boot tokens и sysctl semantics — только из accepted v3 CHECK.	NONE	0
MAP-FUNC-0092	FUNCTION	FUNC-0092	restore_sysctl_kernel_module	1b01da4d2473b4d3ae1bbb7b3105a7c4d3d1f48548b47af9b6c765448ec5c07b		TST-017,TST-031			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0093	FUNCTION	FUNC-0093	sysctl_network_check_module	91fb38ce1b7adaeee58cd11270312f8a6e06de849dfeb734c99f659d7813cb11					DEFER	future-additional-measures/network-sysctl	Network sysctl donor CHECK/records не входят в current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0094	FUNCTION	FUNC-0094	record_sysctl_network_check_results	f9ccdabc7e188a0a1a340800c140ea8c014a5b22a65a519403d95e543cb2877a					DEFER	future-additional-measures/network-sysctl	Network sysctl donor CHECK/records не входят в current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0095	FUNCTION	FUNC-0095	read_systemd_unit_enabled_state	3e189a1178251916c74447582e470f58f477b04db034813ee36eb5ae23674be1		TST-009			ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0096	FUNCTION	FUNC-0096	read_systemd_unit_active_state	4c5a5288247d6084d070291dcd465a6ef9bd9d9ba164c76cf70991ec4cd15317		TST-009			ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0097	FUNCTION	FUNC-0097	record_manifest_pending_service_transaction	d6a94af2c87ea1abc1a29206532998775ba14455f6719fc6bd4333f0a2fb8cac		TST-009		CAP-02,CAP-15	ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0098	FUNCTION	FUNC-0098	commit_manifest_service_transaction	4b43b4c05b68eb8740db7419e464fbc2839036886ac5c7ff2db0b2d9fdccdfc4		TST-009		CAP-02,CAP-15	ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0099	FUNCTION	FUNC-0099	restore_manifest_service_transaction	831bfd3c50914653fcab8724e3b43c478231a7d51fb816dbfcc17c386d1c9929		TST-009			ADAPT	apply-foundation/systemd-transaction-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0100	FUNCTION	FUNC-0100	prepare_systemd_service_transaction	dc4fbd64021438165890a31594d204fd4824be811af7225904d71f23490781d3		TST-009		CAP-02	ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0101	FUNCTION	FUNC-0101	commit_systemd_service_transaction	4c97071aeeab2e5c76bd92e712accd20f1dd61f6675cfb3c680a3fa0138d330c		TST-009		CAP-02	ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0102	FUNCTION	FUNC-0102	restore_systemd_unit_exact_state	6ded0dfbe4bb6b6fc96ea1ddd03c9b32dab66eea11c3d8f5cc4a9184d30a701f		TST-009			ADAPT	apply-foundation/systemd-transaction-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0103	FUNCTION	FUNC-0103	restore_systemd_service_transaction	44fed7fb36472f73dec86cd77c2d43b91ca03378476e3a5f878359670ab0fa58		TST-009			ADAPT	apply-foundation/systemd-transaction-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0104	FUNCTION	FUNC-0104	record_sysctl_unit_pre_state	122eec08336f1c9ac0fa183aa7dc92314f51a0a4f45e061f678ecb9da3cc4a85		TST-009			ADAPT	apply-foundation/systemd-service-state	Сохранить typed pre-state + pending/committed service transaction для exact compensation failed uncommitted APPLY.	NONE	0
MAP-FUNC-0105	FUNCTION	FUNC-0105	restore_sysctl_unit_pre_state	0997413fc93bc1c5df291e5ace8416f19a1a9ff67eb2078eca396cded4e3b676		TST-009			ADAPT	apply-foundation/systemd-transaction-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0106	FUNCTION	FUNC-0106	apply_sysctl_network_module	5ad6bf19f33f7969abc5463ade0dd72a2124fe76a5b042d009a60961b7e97802				CAP-11	DEFER	future-additional-measures/network-sysctl	Network-online reapply и network sysctl сохраняются как donor capability, но не входят в current vertical.	NONE	0
MAP-FUNC-0107	FUNCTION	FUNC-0107	restore_sysctl_network_module	9da82bb90699e7243231004f208f3c27547af2142f048a3d279633958696ad11				CAP-11	REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0108	FUNCTION	FUNC-0108	apply_sudo_command_paths_module	f1740fe416c3ee98bc4fa73fe8e07b1f51709de43942e93e13cc5614885557c8		TST-027,TST-028			ADAPT	fstec-linux-2022/sudo-command-paths-apply	Mutation population обязана следовать accepted SRC-0008 CHECK; donor sudo parsing не является authority.	NONE	0
MAP-FUNC-0109	FUNCTION	FUNC-0109	resolve_restore_manifest	e23f2406183db190e4b692ed052f0361ace6f1e7a8f89fc04367fe204cfa9015	ENG-012	TST-010,TST-011,TST-012		CAP-04	REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0110	FUNCTION	FUNC-0110	restore_lookup_backup	3a490ac2b1a57f24e595cd972e928d97a16ece4ce23edaceed480a380c9dd29a		TST-011,TST-012		CAP-04	ADAPT	apply-foundation/transaction-local-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0111	FUNCTION	FUNC-0111	restore_has_created_file	c6b8ba72f3285232068ec3de69a4d1ab663a866bbe176ab2b024e4a2c36a14ea		TST-011,TST-012			ADAPT	apply-foundation/transaction-state-readback	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0112	FUNCTION	FUNC-0112	restore_has_created_group	2b7dc83b1c622757f8525aec37cf80183b95d55ec45db6dabebb0dfafee46bc7		TST-011,TST-012			ADAPT	apply-foundation/transaction-state-readback	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0113	FUNCTION	FUNC-0113	restore_file_from_manifest	9caf29630e37a59dad8130b0ce6f8fef764a37c892711c2741f6f4cf3d1ffca1	ENG-013	TST-011,TST-012		CAP-04	ADAPT	apply-foundation/transaction-local-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0114	FUNCTION	FUNC-0114	restore_ssh_root_login_module	41f9fb3c2d920be4d99289f1cddbebbaed91985950a153380d981cbf20e6ffd1		TST-017			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0115	FUNCTION	FUNC-0115	check_ssh_hardening_module	cf3434eaa7f4cc29941a8e29c3582ec1e5a4e9a19fdd637f3c9e704b9168d5fe					DEFER	future-additional-measures/ssh-hardening	Это расширенное SSH hardening сверх current source-exact root-login control.	NONE	0
MAP-FUNC-0116	FUNCTION	FUNC-0116	rollback_ssh_hardening_target	48074ad56dc31e405db17cbe85a8096e9fd79e38613bbc80e073a47af86ab9b2					DEFER	future-additional-measures/ssh-hardening	Это расширенное SSH hardening сверх current source-exact root-login control.	NONE	0
MAP-FUNC-0117	FUNCTION	FUNC-0117	apply_ssh_hardening_module	044ded761beeb58466df2ad0cec00802c13b65abfb2f35575ecca1a42817e0cc					DEFER	future-additional-measures/ssh-hardening	Это расширенное SSH hardening сверх current source-exact root-login control.	NONE	0
MAP-FUNC-0118	FUNCTION	FUNC-0118	restore_ssh_hardening_module	ff7d461575a73fb94e2ce48af1a5c96dbb361ee5aac3c63921660ea39c8e2327					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0119	FUNCTION	FUNC-0119	render_account_audit_report	707be1a2f7d4680c64792ef1fdfff75201943ca75fd07b1282f9407826d1251e					DEFER	future-additional-measures/account-audit	Account audit относится к дополнительной мере, не к current vertical.	NONE	0
MAP-FUNC-0120	FUNCTION	FUNC-0120	check_account_audit_module	2ba451a844b42ab1f88efd2366daec3a3ab6890906774da91fb44a119168f0cc					DEFER	future-additional-measures/account-audit	Account audit относится к дополнительной мере, не к current vertical.	NONE	0
MAP-FUNC-0121	FUNCTION	FUNC-0121	apply_account_audit_module	1c94e1a5ec5ed2484bc559247e1c5ae8a48e218e291187c4f441ca498ef32d66					DEFER	future-additional-measures/account-audit	Account audit относится к дополнительной мере, не к current vertical.	NONE	0
MAP-FUNC-0122	FUNCTION	FUNC-0122	restore_account_audit_module	79286761596774278ee8eacc12ba475f0098c62b2baf7713c58011f5c61713ee					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0123	FUNCTION	FUNC-0123	check_apparmor_module	9eeba56a120ba728f7937d78842677785900d5c84d7547045179a88dd1f99fd6					DEFER	future-additional-measures/apparmor-aide	AppArmor/AIDE — дополнительные меры вне current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0124	FUNCTION	FUNC-0124	pkg_installed	db1d96debfd7bb89a6bf22dc96982fcedce9ae123321786314647af157bef6bc		TST-027,TST-019		CAP-01	ADAPT	apply-foundation/package-preflight	Сохранить compatibility/package-lock preflight pattern; использовать только когда adapter действительно требует packages.	NONE	0
MAP-FUNC-0125	FUNCTION	FUNC-0125	check_memory_requirements	0313b7601c76d98e715b6861eaf10c6871f0b52a93ab5cf685c8a084f811b1ed		TST-027,TST-019		CAP-01	ADAPT	apply-foundation/package-preflight	Сохранить compatibility/package-lock preflight pattern; использовать только когда adapter действительно требует packages.	NONE	0
MAP-FUNC-0126	FUNCTION	FUNC-0126	apt_lock_owner	7fd015a8e07486acc464508c56c89311198963822a0dc3ff421b88d4375db4e8		TST-027,TST-019		CAP-01	ADAPT	apply-foundation/package-preflight	Сохранить compatibility/package-lock preflight pattern; использовать только когда adapter действительно требует packages.	NONE	0
MAP-FUNC-0127	FUNCTION	FUNC-0127	wait_for_dpkg_lock	bde9bb8224f8046d6e5b17d2f63861c8029a0a713e8cf2247d23830dafdd4712		TST-027,TST-019		CAP-01	ADAPT	apply-foundation/package-preflight	Сохранить compatibility/package-lock preflight pattern; использовать только когда adapter действительно требует packages.	NONE	0
MAP-FUNC-0128	FUNCTION	FUNC-0128	apt_update_once	f378e9721dd1e59ad158562ac5f26f1564c2947390f9de43fc30487905f4499c		TST-027,TST-019		CAP-01	ADAPT	apply-foundation/package-preflight	Сохранить compatibility/package-lock preflight pattern; использовать только когда adapter действительно требует packages.	NONE	0
MAP-FUNC-0129	FUNCTION	FUNC-0129	apply_apparmor_module	c550bc10818245a1b8ae69da11a173661c19cb46a6d8556fdfcd7bb066b6b886		TST-022			DEFER	future-additional-measures/apparmor-aide	AppArmor/AIDE — дополнительные меры вне current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0130	FUNCTION	FUNC-0130	restore_apparmor_module	b2ee74662b5736cdc6ac70e2dd023db90d2e9b8396409dfd545fa45e039ea429					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0131	FUNCTION	FUNC-0131	check_aide_module	de6dad445973151a56d8c5f1afe1bf6cc3e09d53ec5470925f2f9fed4ce264fe					DEFER	future-additional-measures/apparmor-aide	AppArmor/AIDE — дополнительные меры вне current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0132	FUNCTION	FUNC-0132	apply_aide_module	2587c1bda098ed32c6121993bfb27f8e9b8820cbe97c70468046f507c4386eb1		TST-022			DEFER	future-additional-measures/apparmor-aide	AppArmor/AIDE — дополнительные меры вне current fstec-linux-2022 vertical.	NONE	0
MAP-FUNC-0133	FUNCTION	FUNC-0133	restore_aide_module	3e9cd2fd6a07fa74ec844183a220d1cef9bd8fa1fddf0de64c1826aac2156f26					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0134	FUNCTION	FUNC-0134	valid_tcp_port	95c446098246e843b371ad61c140e43481cc3ab2d58ae20f81f0a79907d782f4					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0135	FUNCTION	FUNC-0135	resolve_ssh_port	c5ad0f3d99c7028dc7a43aec2c5477e39424a630c881db986faf6c9d3faad3e7					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0136	FUNCTION	FUNC-0136	render_fail2ban_jail	9650050cb44484de500044c48cfba4015ba9e384e5d6a84d1aba6ff4414b5670					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0137	FUNCTION	FUNC-0137	read_fail2ban_service_active_state	8c7dfc6b80450ad48c60dcca70a0bfa45c9780fb2cf145138af96310a1b9add0					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0138	FUNCTION	FUNC-0138	record_fail2ban_service_pre_state	9a77a2f8f761d57530aa00dccf313cbc95abae56505b2183e07abdf32b942fd4					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0139	FUNCTION	FUNC-0139	restore_fail2ban_service_pre_state	638e77122a0761c4e2224cbe8919037bf73fa67372388a4f223fe84667db91f2					DEFER	future-additional-measures/fail2ban-rkhunter	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0140	FUNCTION	FUNC-0140	restore_fail2ban_service_state	a86f0c95cbba5529caa30a802d91d7dca03be40561c6d15ac73631a49a474156					DEFER	future-additional-measures/fail2ban-rkhunter	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0141	FUNCTION	FUNC-0141	check_fail2ban_module	eeb69bc55769b1bf8d4a016d203c8e69df68b24d76d758b03ebafd6344adce0e					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0142	FUNCTION	FUNC-0142	apply_fail2ban_module	c3ba4d68fe7367404343d302c65b0fd833fcd6bebeeaea5bd22d9a94ade497f1		TST-022			DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0143	FUNCTION	FUNC-0143	restore_fail2ban_module	97848b6c2ffd6df628d132df951a1b05255cf86e5c4b5026063c0984553fd99a					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0144	FUNCTION	FUNC-0144	check_rkhunter_module	593b83c789287a427f60748143310aad5b862fcb7deb8cb1e6b53cec53dd22f0					DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0145	FUNCTION	FUNC-0145	apply_rkhunter_module	10245034186fab3bb3320f33c707a41ad9289d0c1f1d6988cf757e2fd6c37635		TST-022			DEFER	future-additional-measures/fail2ban-rkhunter	Fail2ban/rkhunter — дополнительные меры вне current vertical.	NONE	0
MAP-FUNC-0146	FUNCTION	FUNC-0146	restore_rkhunter_module	f89be6a38936403a2ca1b562925527ba8ae5e70cfa81a6d00f20e31407c43b77					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0147	FUNCTION	FUNC-0147	render_kernel_module_blacklist	8d2f21b5303b5fda6ee20812f2ab7b599bfbf77aa9319ebff234ccc40fdc05dc		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0148	FUNCTION	FUNC-0148	check_kernel_modules_module	59508604932505653f6e6f845d9f6cd2c781512c9cc82cef1abf44d4461f089d		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0149	FUNCTION	FUNC-0149	apply_kernel_modules_module	0209a1529ffb2ac557054ca50bf21d8f8f0f723245569f86e21d94da3e92f2ac		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0150	FUNCTION	FUNC-0150	restore_kernel_modules_module	511bd9c1a89229911652febb86deb0982b23148eddb0cf6d169acecf1fe4401b		TST-015			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0151	FUNCTION	FUNC-0151	check_mount_hardening_module	810cb5b9ca0d037072ccbe11356067d3b5a49b47e9a278845b7532d8b89d1317		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0152	FUNCTION	FUNC-0152	apply_mount_hardening_module	7ee8853e8d0ef2a44b439288a1e8eb8659b2aed44120940cda7a39e5f9a89813		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0153	FUNCTION	FUNC-0153	restore_mount_hardening_module	d6121afcc9640e542540885b25af13c613f64dde1316c8df273bc7262889f3ac		TST-015			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0154	FUNCTION	FUNC-0154	check_tmp_tmpfs_module	31b5576462cb6b16bdf4eecf624e16a0a0426ab8672d8132b38f62cdae28f5f4		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0155	FUNCTION	FUNC-0155	apply_tmp_tmpfs_module	287533b16843ff23fbc980a230b6aebba947464d375bce6e4724445cb6f430cb		TST-015			DEFER	future-additional-measures/mount-kernel-tmp	Kernel-module/mount/tmp mechanisms относятся к дополнительным мерам.	NONE	0
MAP-FUNC-0156	FUNCTION	FUNC-0156	restore_tmp_tmpfs_module	c6427fe020ffb711f22e49fd5d6ed4bbe04752e11337e6a519e56e1c4961ed62		TST-015			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0157	FUNCTION	FUNC-0157	check_ufw_module	a83ce48d08696b409ee65ee239df3cc2f88ae7adffd8fa00916b7c20a0c13e63		TST-015			DEFER	future-firewall	Read-only UFW status check belongs to the deferred firewall family together with the donor UFW APPLY mechanics and firewall regression evidence.	NONE	0
MAP-FUNC-0158	FUNCTION	FUNC-0158	apply_ufw_module	6354edeba18a1c96a2c429704ea5749bc6e5a522c8272db30d90b29ddb8dcf7b		TST-018			DEFER	future-firewall	Firewall policy layer отделён от FSTEC core; сохранить donor transaction evidence для будущего отдельного решения.	NONE	0
