function_id	name	start_line	end_line	segment_sha256	adoption_class	adoption_note
FUNC-0132	apply_aide_module	7881	7927	2587c1bda098ed32c6121993bfb27f8e9b8820cbe97c70468046f507c4386eb1	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0133	restore_aide_module	7928	7947	3e9cd2fd6a07fa74ec844183a220d1cef9bd8fa1fddf0de64c1826aac2156f26	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0134	valid_tcp_port	7948	7955	95c446098246e843b371ad61c140e43481cc3ab2d58ae20f81f0a79907d782f4	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0135	resolve_ssh_port	7956	7991	c5ad0f3d99c7028dc7a43aec2c5477e39424a630c881db986faf6c9d3faad3e7	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0136	render_fail2ban_jail	7992	8014	9650050cb44484de500044c48cfba4015ba9e384e5d6a84d1aba6ff4414b5670	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0137	read_fail2ban_service_active_state	8015	8050	8c7dfc6b80450ad48c60dcca70a0bfa45c9780fb2cf145138af96310a1b9add0	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0138	record_fail2ban_service_pre_state	8051	8190	9a77a2f8f761d57530aa00dccf313cbc95abae56505b2183e07abdf32b942fd4	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0139	restore_fail2ban_service_pre_state	8191	8310	638e77122a0761c4e2224cbe8919037bf73fa67372388a4f223fe84667db91f2	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0140	restore_fail2ban_service_state	8311	8423	a86f0c95cbba5529caa30a802d91d7dca03be40561c6d15ac73631a49a474156	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0141	check_fail2ban_module	8424	8444	eeb69bc55769b1bf8d4a016d203c8e69df68b24d76d758b03ebafd6344adce0e	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0142	apply_fail2ban_module	8445	8723	c3ba4d68fe7367404343d302c65b0fd833fcd6bebeeaea5bd22d9a94ade497f1	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0143	restore_fail2ban_module	8724	8809	97848b6c2ffd6df628d132df951a1b05255cf86e5c4b5026063c0984553fd99a	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0144	check_rkhunter_module	8810	8821	593b83c789287a427f60748143310aad5b862fcb7deb8cb1e6b53cec53dd22f0	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0145	apply_rkhunter_module	8822	8863	10245034186fab3bb3320f33c707a41ad9289d0c1f1d6988cf757e2fd6c37635	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0146	restore_rkhunter_module	8864	8880	f89be6a38936403a2ca1b562925527ba8ae5e70cfa81a6d00f20e31407c43b77	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0147	render_kernel_module_blacklist	8881	8913	8d2f21b5303b5fda6ee20812f2ab7b599bfbf77aa9319ebff234ccc40fdc05dc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0148	check_kernel_modules_module	8914	8960	59508604932505653f6e6f845d9f6cd2c781512c9cc82cef1abf44d4461f089d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0149	apply_kernel_modules_module	8961	9094	0209a1529ffb2ac557054ca50bf21d8f8f0f723245569f86e21d94da3e92f2ac	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0150	restore_kernel_modules_module	9095	9098	511bd9c1a89229911652febb86deb0982b23148eddb0cf6d169acecf1fe4401b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0151	check_mount_hardening_module	9099	9120	810cb5b9ca0d037072ccbe11356067d3b5a49b47e9a278845b7532d8b89d1317	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0152	apply_mount_hardening_module	9121	9218	7ee8853e8d0ef2a44b439288a1e8eb8659b2aed44120940cda7a39e5f9a89813	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0153	restore_mount_hardening_module	9219	9230	d6121afcc9640e542540885b25af13c613f64dde1316c8df273bc7262889f3ac	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0154	check_tmp_tmpfs_module	9231	9257	31b5576462cb6b16bdf4eecf624e16a0a0426ab8672d8132b38f62cdae28f5f4	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0155	apply_tmp_tmpfs_module	9258	9348	287533b16843ff23fbc980a230b6aebba947464d375bce6e4724445cb6f430cb	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0156	restore_tmp_tmpfs_module	9349	9359	c6427fe020ffb711f22e49fd5d6ed4bbe04752e11337e6a519e56e1c4961ed62	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0157	check_ufw_module	9360	9371	a83ce48d08696b409ee65ee239df3cc2f88ae7adffd8fa00916b7c20a0c13e63	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0158	apply_ufw_module	9372	9658	6354edeba18a1c96a2c429704ea5749bc6e5a522c8272db30d90b29ddb8dcf7b	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0159	restore_ufw_module	9659	9843	2ef74364689245ea20e1c2cb92ac217032ad9170d1d770b793764f364f7d2c26	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0160	append_audit_watch_if_present	9844	9853	103715faa0a55b6db0c18fbe4b351c06f00385d2cafc2ee8de0a85cd0b0d2e2e	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0161	render_audit_watch_if_present	9854	9869	be66dd26a2a3638a5a4873159811a7e08b42966cb2bbf3489aa7e00802c2aaee	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0162	render_auditd_baseline_rules	9870	9908	0244ba8f7b8f6ca0609f9b3aa6de2df394547364330d3d36007f02ad8c01b85a	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0163	render_auditd_strict_rules	9909	9946	d621a4b27fac2a4bd1ae6fcfb6209dc000b71ab0aa4b3f69c640ca5bdae9ee8f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0164	rollback_auditd_rules_file	9947	9969	b568f232754be13fd84e05d29c004a821ae4bc3cc1c8dc66e8c8833ad0825358	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0165	rollback_auditd_rules_set	9970	9998	629e71b6dc844c2d7679a2b9760b32c0d8a9a2a090cd8a793dffb1fd87f3a452	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0166	reload_previous_auditd_rules_after_rollback	9999	10018	8a7a9c370b407c699a6057517edc014113413a56d0fb713ae9519550f7f70cec	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0167	read_auditd_service_active_state	10019	10054	8803bfaf765a81dd7e90609f05771ac5192c98ae0c57368405407c2833fc9539	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0168	record_auditd_service_pre_state	10055	10194	d4dfec4ca3d05d6f7274f6862c842376e678d0e7bf945d429da5577c4cc78a7a	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0169	restore_auditd_service_pre_state	10195	10314	381405286b6ffd99d811c3953a094c54b9cd47cde533f7a5284b41668aaa294d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0170	restore_auditd_service_state	10315	10466	ac638c58a3989dc2db3cacdb5a8d8db5a8be304e8b0b32abd3a7cfe2a4e0e6f7	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0171	rollback_auditd_apply_changes	10467	10502	dad49702b9e1e1a26fbf9031a55bf15ab467b7897e7ad96dcad169dd8649071c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0172	check_auditd_module	10503	10618	b92a0e0cdca1233f5d769447ac32df7bc352f5e01e73d3844450d7ed8c36ae53	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0173	apply_auditd_module	10619	11033	ef49c34f0f24e11453c09b6f927446977c42f039157411238fb0d6c7cd1aaa25	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0174	restore_auditd_module	11034	11164	656d456c695b570442a41fccd93ec4911a992ac63dbb2e5e3dedc5327925993e	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0175	corporate_password_policy_enabled	11165	11171	f2a438b65b72830920f0b57769fd9f2c43b8048e4c412066d559770b28cc0716	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0176	check_password_backend_safety_module	11172	11316	ed59f4031a46c3af4aefdea01ada4480fdce2d6dfa974e9ccd9fe89dac90a5a4	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0177	check_password_policy_module	11317	11481	e723fc2a1a95d80342a28847561a62274baf652a5fe8054f615ae3741498f840	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0178	list_password_policy_target_accounts	11482	11547	a68bcfd77d34cf4b515c71d920b3a9a23c49ff92dcd3da0e857e914f98ceeaf6	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0179	normalize_common_password_stack	11548	11627	973dfeead0643edb03d944ec1524ef8c8a5a1f358082f8cbce3fca75b22382ab	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0180	record_manifest_password_aging_snapshot	11628	11715	ef73d635dfd72f9dd8348425fb56e8740a53fd9e53907c080f031771e634a2c7	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0181	restore_password_aging_snapshots	11716	11850	bea4ddd33833be0b218effa9eab14f8cb149275cf7bfd6a5c894a35e11fbd82b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0182	record_password_aging_transaction_snapshot	11851	11976	eb39867f0926149545f62221e56072ae1276d55e31d41b57d81a2129fcf8f265	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0183	rollback_password_aging_transaction	11977	12100	589d4f9100467e538e2d97b199ae0d4c4aa8750c80d430a4fd31ec5bcb421c77	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0184	cleanup_password_aging_transaction_snapshot	12101	12107	6b10800aa53bd2a7637bc25209e6476bfc1b2fa6bbccca72a1af14f8da2a99bd	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0185	apply_password_policy_existing_accounts	12108	12350	8ed0f8bf642048478862330dcbb5a74259a125cb8a332a045cf9eff0e730db7c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0186	snapshot_password_policy_transaction_file	12351	12376	3c09a40acd9d1a3486da6f92bb3401b9e345574fb417653cf93c5a8e3cdd3c61	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0187	restore_password_policy_transaction_file	12377	12412	59490e47b2a811a43a6760f413e7a9b423f57c16f6c373225ae0aced977c2a20	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0188	rollback_password_policy_apply_files	12413	12451	c676d9f85e6387cb6d133f1ea468d9f978f4419bb2ebf705a9d7dc6f7b576cea	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0189	cleanup_password_policy_transaction_backups	12452	12466	01d5f3467d1c71746e7a8e20c5073a5ec211478ccee17b45d81b33fb53b39a03	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0190	abort_password_policy_apply_transaction	12467	12507	618dae2410438ff548873a6792849b332c04be166bd6220d9d731cd95ff5936e	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0191	apply_password_policy_module	12508	13006	09248237bf8d79486ebf18ef276588a4d3bbffab53de12c9207dfb03e20f3276	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0192	restore_password_policy_module	13007	13031	d6e6366fa84c7f15172c1096d291fd55ccea2aca348402d454fe7ffd2fefe1a7	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0193	pam_faillock_stack_present	13032	13095	132304b19ef38fd89860dc32c74884664556a73ad558fbd5d6533c3849b67c11	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0194	pam_faillock_any_active_line	13096	13112	3c4f318fbc3f30cd2d2ff097e97825a40e126a2adda7367dd141de244a93dfc7	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0195	normalize_faillock_pam_stack	13113	13313	1f1102727e8ac3857f861857c578002c49bacb70ab62b0f127193293d8bc8c34	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0196	check_faillock_module	13314	13345	f364663871e25116ab96b29728c26f0c6502cf5676707504b458b0722a848be7	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0197	faillock_pam_module_present	13346	13363	d02dd6416c53b56ac0da1e96cc36f9ada649aa89f13eb9d58250239fa12fadc2	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0198	cleanup_faillock_transaction_backups	13364	13378	f904e1a368604a884424078223cb681047f02c909076601f95d4a4a2c53c9efd	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0199	rollback_faillock_apply_files	13379	13441	25e61c564fe93314d0c0f698572cff2c3390a80d285407c28a92be5097e7a0c6	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0200	apply_faillock_module	13442	13912	e78d9ea118bcfc76fa1ca7b4f7b07be1b576754609d6ee9b9582589be9054352	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0201	restore_faillock_module	13913	13945	f124931c723fcc514925b2f458b766d17b1afa837cc730dc9a6a98a0f667dc63	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0202	update_manifest_group_state	13946	14069	097a71fbcfd31ecd302f84e4c470af0b0b2e2773a4e58eb25ed9f5f0aef8b79f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0203	record_manifest_pending_created_group	14070	14076	8c6a2a849f21bb5de15471d7537484c7a1441ecee8fbc5053fed12c66d918293	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0204	record_manifest_created_group	14077	14083	70cd0bdf0c5faddfebf4bd1bffa2634f8b52623c6c286e9299402b30647230dc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0205	record_manifest_pending_group_membership	14084	14090	0d9ea50f5f7b7f884fb20244014f193713fae26de351b1cd1df9409f94b18647	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0206	record_manifest_added_group_membership	14091	14097	f23761630631f76e605329d490286f6a166802a1e8f9d36c9492c76ae12ce685	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0207	restore_added_group_members	14098	14161	8012abf94f7803b75d996a4a18bf99737766a2a5b8ecd1abd90b9ebfd3bfe84c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0208	restore_pam_wheel_module	14162	14235	90c040b93b4781427519aebd28229326d7382091518a1c715d55c6ec39865ebc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0209	restore_sudo_policy_module	14236	14239	912d7a5cd3b1d272c5f11d8ff9e0c6e92489b7eebc8a39d0e03afff4ebbee67b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0210	write_metadata_snapshot	14240	14291	163e1e943a30c32aae59c1b862d10b0228c1612731bbd5473e54a5f245eece51	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0211	restore_read_stat_field	14292	14321	44cbe66998e777f1f95f1ddacdc98f3b2efa0b0d77013e40c17129cac825f27d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0212	restore_metadata_from_stat_snapshot	14322	14378	f86bc371c8933da61669df4de6b61766542c3e00d2f8e9e1087c0313308e8b05	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0213	restore_fs_critical_files_module	14379	14391	6295c1601cfe811853b3560801757037c68c1859b42ccd337c02cec60f9ac813	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0214	restore_cron_targets_module	14392	14415	6cccbbf454dee74a514a435e17da4f00b489dd12d8f4d92333bc9d906f3cd036	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0215	restore_systemd_unit_targets_module	14416	14444	81211af7669f848eb339e5bd2bc4b6cbf8f923fc482545d113efafce103958a1	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0216	record_runtime_check_results	14445	14455	4a5300ddde38b10356a6059d46ec21d1dd4a9ad1d47a7a19cb3108358dafcc76	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0217	fs_expected_mode	14456	14463	e0e8af6296386a9c5985740c9a6d7ca85afdb4b1118eb076f49cabfd111f8283	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0218	fs_mode_compliant	14464	14481	ce30ad18e6ae5b1a2f84fd5896a253bed900e602ed77dececf3d3ee690467d17	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0219	fs_apply_expected_mode	14482	14497	0241906b55cea05d60972f5f32a3a4a8973efa3b7dbdca04f9b56473415757e8	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0220	fs_actual_mode	14498	14501	a13fb4628141570849c083fe42d286b757c397ecc0f9be865f9ae87a5e23c4ae	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0221	fs_actual_owner_group	14502	14505	0065acee8696a5502b5f4bcdc793e6a3d34edc2a3ff75b95ea148895802dc79f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0222	check_fs_critical_file_one	14506	14533	a559f5a9cd7d8f86741a7499cbf443632ffd78711321770935ed0f911f906b36	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0223	check_fs_critical_files_module	14534	14540	46ea02d8c4257dcacfb404f0ca81fe398765616c15d4b501f3456530b9e05654	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0224	check_empty_passwords_module	14541	14580	e3b952fbad13daf3aed9b2eaef7ba2a2d3a91f347bd4a3ff10861bc1c97cc86d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0225	record_empty_passwords_check_results	14581	14596	7e56b01b6c50d5346dd29b4928a9434b6302a2dfe3fc4ee0efa264af06ff9768	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0226	apply_empty_passwords_module	14597	14889	3a6c1488f99b830586efd36ec33dfe7ed81f5aed32c623d33b316edfb5032d4d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0227	apply_fs_critical_file_one	14890	14976	4a8d885eb2ba8fbdb1248cb9bc98ee6d144a0c223fe67ffabcab02d1964b3936	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0228	apply_fs_critical_files_module	14977	14983	342d56c5094e188c5f89a227c440aa92bf6d14ba7dec7ae5457e75b85dcac7d1	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0229	cron_target_mode	14984	14987	262aa1e24c7d39649b824bb943aeffd8c502480ead81ab6c77791ec046c18442	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0230	cron_target_owner	14988	14991	cf65f66982cef6c5a77a62dfd4b69f05596acbe92c3da3c64093310acdc092a8	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0231	cron_target_group	14992	14995	036294ce2f8e42db80faf4160b6f89c0def4c5913cfa153866f68904cc88570b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0232	cron_target_path	14996	14999	c9f06c1da6967d18f7c6e47f55c0fe264b615fe389b2858b46919f6bf6411d96	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0233	cron_target_type	15000	15003	539e82c27440c97a5cb93dc7b51a45756de07dbc64dcbe7b578ea6b8279fc273	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0234	cron_daemon_installed	15004	15014	ad7e7f74b9b70539864898f63071469c82a323c43a45a25c3ce74f525d8bf520	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0235	check_cron_target_one	15015	15091	3f3d17170049a7681e2ae6bdeecb9e02060893ea952cf13ac70d9e3561ecabab	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0236	check_cron_targets_module	15092	15103	0a48e0d2b29201beffbd2c19a52f76aff92e7f927d758a8f2c0340c45115c210	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0237	apply_cron_target_one	15104	15230	bb81cb33af85641a0e5e75a21c36594dba2e0dd765a012988e1012c5ab7c3c1f	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0238	apply_cron_targets_module	15231	15242	65fb02f4417a44d5267d1f1ca5fcd2651c094673340201d5aa058b0536598849	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0239	systemd_unit_candidates	15243	15258	fb6206c0b75b7e755724a7cf2d9ed29f8ee12214ab4744304008a0448c526096	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0240	check_systemd_unit_one	15259	15289	39e9c895abe9d7196b0c203f6c4bbe4ae50db6a609adae382026d6b72648fa4b	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0241	check_systemd_unit_targets_module	15290	15306	b5c6b28c0e3c98892b476ffc2af00f094e867e8d0f61f27e104f397af705cd8e	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0242	apply_systemd_unit_one	15307	15372	87117cf7bdf9e4dd77c65329ecf43b19eb1f2c8b58d1d504f8a6dcca79ec90e0	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0243	apply_systemd_unit_targets_module	15373	15389	069464842481ac01aedeb3166a206be323c3ce20bd48353fea58a76da8ef0274	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0244	sudo_policy_status	15390	15437	01d1222381e4dbb90488bf083afccc6b0f8af06ec03dc1630310774e5c9a5cd6	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0245	check_sudo_policy_module	15438	15472	86bcf805e05c1a37d0a9afc12676f7111266fe78e57c3b887da3b7a6d1b46657	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0246	apply_sudo_policy_module	15473	15674	85cedfafe5baa2d5b9490b48e2763ad627663ee53d8edaaa25a9241d25a2d07d	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0247	ssh_root_login_status	15675	15686	99c28f16721ffeec06159445c5d674387a94819105874170165cd47f0c1f8b53	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0248	check_ssh_root_login_module	15687	15706	6e93ff2daf287c1517f5f086fd3deb8776951f4d4a49bafe4b9a8b6cbb383dcb	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0249	apply_ssh_root_login_module	15707	15925	72cae5e609478117a89364b8c9fafbe7712b815ac715c1af92c20bc7478dd364	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0250	pam_wheel_group_exists	15926	15929	d8673273401ae559151e0eb363752c690889859b1e254e10d96bb8329cd6b704	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0251	pam_wheel_group_members	15930	15975	3a4505b1728d4b8b8400d486f9e2c7b59031f2ff11959dfaf3b62772d40bfe1b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0252	pam_wheel_has_members	15976	15985	f7f05f1bca86470b8d7d36b2e28611745e7b6d536e229e3b1d369766a32ff42c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0253	pam_wheel_user_is_member	15986	15993	fc02da5a1385be5918cfae625d31c13da3a474c93fddfd2de4e7520892f2a1c8	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0254	pam_wheel_user_is_existing_admin	15994	16003	7f4b2219dcd16feba181e8dab84efb2dde75e3190607146dba6191af9c628138	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0255	configured_wheel_users	16004	16009	fa312d3da8df09f86606613103132aa4af2b545407a41dad339a046dde6629a1	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0256	pam_wheel_configured_users_present	16010	16025	7cc99a01ae05c05199d0bcb7ebb0b197c2476e7452e01e6e430f0014385b1c8d	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0257	pam_wheel_rule_present	16026	16040	f3d59af91abcc24f4d71088222ccb5da1abb4468f3f0e5eceb7d96946f7a4747	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0258	pam_wheel_managed_block_present	16041	16046	2955cd4feec7c4497e4f080d45c25617df3dc4f118f39776ef58f941401c006b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0259	check_pam_wheel_module	16047	16099	3dcdf6ce100f3c249eb8024e184bcc93e14c6c087688a512425bb59849572bfa	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0260	apply_pam_wheel_module	16100	16380	9d1a85bc5f6ddc23832b0e85be5e5c2c3d93d69703c5f69ee2b7a271cd097bc0	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0261	require_cmds	16381	16389	de418dfaae2ab453620a93a275a53ffa65ae11d6f2849f47d3fcd007dca18e30	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0262	parse_args	16390	16449	3d1ca649276d4aa1cb09c86ba4d68769395b28f83d23bf6ffcbbbfdbb5009c13	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0263	validate_args	16450	16478	d4b6b488e5a21125aaddf0cfec5c989929733ffaf2b7f4d8c74447f3273153b8	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0264	validate_args_post_config	16479	16485	43a98d758bdff739e6e7fcee1ede29b3cc082f885b6dfa59ba495ff6e8c19964	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
